as_of_date,state,ur_t0,ur_t1,ur_t2,ur_t3,ur_t4,ur_t5,ur_t6,ur_t7,ur_t8,ur_t9,ur_t10,ur_t11,ur_t12,ur_latest_obs,ur_lag_months,ur_mom1_chg,ur_mom3_chg,ur_yoy_chg
2013-06-01,California,9.0,9.4,9.6,9.8,9.8,9.8,10.1,10.2,10.6,10.7,10.7,10.8,10.9,2013-04-01,2,-0.40000000000000036,-0.8000000000000007,-1.9000000000000004
2013-07-01,California,8.6,9.0,9.4,9.6,9.8,9.8,9.8,10.1,10.2,10.6,10.7,10.7,10.8,2013-05-01,2,-0.40000000000000036,-1.0,-2.200000000000001
2013-08-01,California,8.5,8.6,9.0,9.4,9.6,9.8,9.8,9.8,10.1,10.2,10.6,10.7,10.7,2013-06-01,2,-0.09999999999999964,-0.9000000000000004,-2.1999999999999993
2013-09-01,California,8.7,8.5,8.6,9.0,9.4,9.6,9.8,9.8,9.8,10.1,10.2,10.6,10.7,2013-07-01,2,0.1999999999999993,-0.3000000000000007,-2.0
2013-10-01,California,8.9,8.7,8.5,8.6,9.0,9.4,9.6,9.8,9.8,9.8,10.1,10.2,10.6,2013-08-01,2,0.20000000000000107,0.3000000000000007,-1.6999999999999993
2013-11-01,California,8.9,8.7,8.5,8.6,9.0,9.4,9.6,9.8,9.8,9.8,10.1,10.2,10.6,2013-08-01,3,0.20000000000000107,0.3000000000000007,-1.6999999999999993
2013-12-01,California,8.7,8.7,8.9,8.7,8.5,8.6,9.0,9.4,9.6,9.8,9.8,9.8,10.1,2013-10-01,2,0.0,0.0,-1.4000000000000004
2014-01-01,California,8.5,8.7,8.7,8.9,8.7,8.5,8.6,9.0,9.4,9.6,9.8,9.8,9.8,2013-11-01,2,-0.1999999999999993,-0.40000000000000036,-1.3000000000000007
2014-02-01,California,8.3,8.5,8.7,8.7,8.9,8.7,8.5,8.6,9.0,9.4,9.6,9.8,9.8,2013-12-01,2,-0.1999999999999993,-0.3999999999999986,-1.5
2014-03-01,California,8.3,8.5,8.7,8.7,8.9,8.7,8.5,8.6,9.0,9.4,9.6,9.8,9.8,2013-12-01,3,-0.1999999999999993,-0.3999999999999986,-1.5
2014-04-01,California,8.0,8.1,8.3,8.5,8.7,8.7,8.9,8.7,8.5,8.6,9.0,9.4,9.6,2014-02-01,2,-0.09999999999999964,-0.5,-1.5999999999999996
2014-05-01,California,8.1,8.0,8.1,8.3,8.5,8.7,8.7,8.9,8.7,8.5,8.6,9.0,9.4,2014-03-01,2,0.09999999999999964,-0.20000000000000107,-1.3000000000000007
2014-06-01,California,7.8,8.1,8.0,8.1,8.3,8.5,8.7,8.7,8.9,8.7,8.5,8.6,9.0,2014-04-01,2,-0.2999999999999998,-0.2999999999999998,-1.2000000000000002
2014-07-01,California,7.6,7.8,8.1,8.0,8.1,8.3,8.5,8.7,8.7,8.9,8.7,8.5,8.6,2014-05-01,2,-0.20000000000000018,-0.40000000000000036,-1.0
2014-08-01,California,7.4,7.6,7.8,8.1,8.0,8.1,8.3,8.5,8.7,8.7,8.9,8.7,8.5,2014-06-01,2,-0.1999999999999993,-0.6999999999999993,-1.0999999999999996
2014-09-01,California,7.4,7.4,7.6,7.8,8.1,8.0,8.1,8.3,8.5,8.7,8.7,8.9,8.7,2014-07-01,2,0.0,-0.39999999999999947,-1.299999999999999
2014-10-01,California,7.4,7.4,7.4,7.6,7.8,8.1,8.0,8.1,8.3,8.5,8.7,8.7,8.9,2014-08-01,2,0.0,-0.1999999999999993,-1.5
2014-11-01,California,7.3,7.4,7.4,7.4,7.6,7.8,8.1,8.0,8.1,8.3,8.5,8.7,8.7,2014-09-01,2,-0.10000000000000053,-0.10000000000000053,-1.3999999999999995
2014-12-01,California,7.3,7.3,7.4,7.4,7.4,7.6,7.8,8.1,8.0,8.1,8.3,8.5,8.7,2014-10-01,2,0.0,-0.10000000000000053,-1.3999999999999995
2015-01-01,California,7.2,7.3,7.3,7.4,7.4,7.4,7.6,7.8,8.1,8.0,8.1,8.3,8.5,2014-11-01,2,-0.09999999999999964,-0.20000000000000018,-1.2999999999999998
2015-02-01,California,7.0,7.2,7.3,7.3,7.4,7.4,7.4,7.6,7.8,8.1,8.0,8.1,8.3,2014-12-01,2,-0.20000000000000018,-0.2999999999999998,-1.3000000000000007
2015-03-01,California,7.0,7.2,7.3,7.3,7.4,7.4,7.4,7.6,7.8,8.1,8.0,8.1,8.3,2014-12-01,3,-0.20000000000000018,-0.2999999999999998,-1.3000000000000007
2015-04-01,California,6.7,6.9,7.0,7.2,7.3,7.3,7.4,7.4,7.4,7.6,7.8,8.1,8.0,2015-02-01,2,-0.20000000000000018,-0.5,-1.2999999999999998
2015-05-01,California,6.5,6.7,6.9,7.0,7.2,7.3,7.3,7.4,7.4,7.4,7.6,7.8,8.1,2015-03-01,2,-0.20000000000000018,-0.5,-1.5999999999999996
2015-06-01,California,6.3,6.5,6.7,6.9,7.0,7.2,7.3,7.3,7.4,7.4,7.4,7.6,7.8,2015-04-01,2,-0.20000000000000018,-0.6000000000000005,-1.5
2015-07-01,California,6.4,6.3,6.5,6.7,6.9,7.0,7.2,7.3,7.3,7.4,7.4,7.4,7.6,2015-05-01,2,0.10000000000000053,-0.2999999999999998,-1.1999999999999993
2015-08-01,California,6.3,6.4,6.3,6.5,6.7,6.9,7.0,7.2,7.3,7.3,7.4,7.4,7.4,2015-06-01,2,-0.10000000000000053,-0.20000000000000018,-1.1000000000000005
2015-09-01,California,6.2,6.3,6.4,6.3,6.5,6.7,6.9,7.0,7.2,7.3,7.3,7.4,7.4,2015-07-01,2,-0.09999999999999964,-0.09999999999999964,-1.2000000000000002
2015-10-01,California,6.1,6.2,6.3,6.4,6.3,6.5,6.7,6.9,7.0,7.2,7.3,7.3,7.4,2015-08-01,2,-0.10000000000000053,-0.3000000000000007,-1.3000000000000007
2015-11-01,California,5.9,6.1,6.2,6.3,6.4,6.3,6.5,6.7,6.9,7.0,7.2,7.3,7.3,2015-09-01,2,-0.1999999999999993,-0.39999999999999947,-1.3999999999999995
2015-12-01,California,5.8,5.9,6.1,6.2,6.3,6.4,6.3,6.5,6.7,6.9,7.0,7.2,7.3,2015-10-01,2,-0.10000000000000053,-0.40000000000000036,-1.5
2016-01-01,California,5.7,5.8,5.9,6.1,6.2,6.3,6.4,6.3,6.5,6.7,6.9,7.0,7.2,2015-11-01,2,-0.09999999999999964,-0.39999999999999947,-1.5
2016-02-01,California,5.8,5.7,5.8,5.9,6.1,6.2,6.3,6.4,6.3,6.5,6.7,6.9,7.0,2015-12-01,2,0.09999999999999964,-0.10000000000000053,-1.2000000000000002
2016-03-01,California,5.8,5.7,5.8,5.9,6.1,6.2,6.3,6.4,6.3,6.5,6.7,6.9,7.0,2015-12-01,3,0.09999999999999964,-0.10000000000000053,-1.2000000000000002
2016-04-01,California,5.5,5.7,5.8,5.7,5.8,5.9,6.1,6.2,6.3,6.4,6.3,6.5,6.7,2016-02-01,2,-0.20000000000000018,-0.20000000000000018,-1.2000000000000002
2016-05-01,California,5.4,5.5,5.7,5.8,5.7,5.8,5.9,6.1,6.2,6.3,6.4,6.3,6.5,2016-03-01,2,-0.09999999999999964,-0.39999999999999947,-1.0999999999999996
2016-06-01,California,5.3,5.4,5.5,5.7,5.8,5.7,5.8,5.9,6.1,6.2,6.3,6.4,6.3,2016-04-01,2,-0.10000000000000053,-0.40000000000000036,-1.0
2016-07-01,California,5.2,5.3,5.4,5.5,5.7,5.8,5.7,5.8,5.9,6.1,6.2,6.3,6.4,2016-05-01,2,-0.09999999999999964,-0.2999999999999998,-1.2000000000000002
2016-08-01,California,5.4,5.2,5.3,5.4,5.5,5.7,5.8,5.7,5.8,5.9,6.1,6.2,6.3,2016-06-01,2,0.20000000000000018,0.0,-0.8999999999999995
2016-09-01,California,5.5,5.4,5.2,5.3,5.4,5.5,5.7,5.8,5.7,5.8,5.9,6.1,6.2,2016-07-01,2,0.09999999999999964,0.20000000000000018,-0.7000000000000002
2016-10-01,California,5.5,5.5,5.4,5.2,5.3,5.4,5.5,5.7,5.8,5.7,5.8,5.9,6.1,2016-08-01,2,0.0,0.2999999999999998,-0.5999999999999996
2016-11-01,California,5.5,5.5,5.5,5.4,5.2,5.3,5.4,5.5,5.7,5.8,5.7,5.8,5.9,2016-09-01,2,0.0,0.09999999999999964,-0.40000000000000036
2016-12-01,California,5.5,5.5,5.5,5.5,5.4,5.2,5.3,5.4,5.5,5.7,5.8,5.7,5.8,2016-10-01,2,0.0,0.0,-0.2999999999999998
2017-01-01,California,5.3,5.5,5.5,5.5,5.5,5.4,5.2,5.3,5.4,5.5,5.7,5.8,5.7,2016-11-01,2,-0.20000000000000018,-0.20000000000000018,-0.40000000000000036
2017-02-01,California,5.2,5.3,5.5,5.5,5.5,5.5,5.4,5.2,5.3,5.4,5.5,5.7,5.8,2016-12-01,2,-0.09999999999999964,-0.2999999999999998,-0.5999999999999996
2017-03-01,California,5.2,5.3,5.5,5.5,5.5,5.5,5.4,5.2,5.3,5.4,5.5,5.7,5.8,2016-12-01,3,-0.09999999999999964,-0.2999999999999998,-0.5999999999999996
2017-04-01,California,5.0,5.1,5.2,5.3,5.5,5.5,5.5,5.5,5.4,5.2,5.3,5.4,5.5,2017-02-01,2,-0.09999999999999964,-0.2999999999999998,-0.5
2017-05-01,California,4.9,5.0,5.1,5.2,5.3,5.5,5.5,5.5,5.5,5.4,5.2,5.3,5.4,2017-03-01,2,-0.09999999999999964,-0.2999999999999998,-0.5
2017-06-01,California,4.8,4.9,5.0,5.1,5.2,5.3,5.5,5.5,5.5,5.5,5.4,5.2,5.3,2017-04-01,2,-0.10000000000000053,-0.2999999999999998,-0.5
2017-07-01,California,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.5,5.5,5.5,5.5,5.4,5.2,2017-05-01,2,-0.09999999999999964,-0.2999999999999998,-0.5
2017-08-01,California,4.7,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.5,5.5,5.5,5.5,5.4,2017-06-01,2,0.0,-0.20000000000000018,-0.7000000000000002
2017-09-01,California,4.8,4.7,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.5,5.5,5.5,5.5,2017-07-01,2,0.09999999999999964,0.0,-0.7000000000000002
2017-10-01,California,5.1,4.8,4.7,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.5,5.5,5.5,2017-08-01,2,0.2999999999999998,0.39999999999999947,-0.40000000000000036
2017-11-01,California,5.1,5.1,4.8,4.7,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.5,5.5,2017-09-01,2,0.0,0.39999999999999947,-0.40000000000000036
2017-12-01,California,4.9,5.1,5.1,4.8,4.7,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.5,2017-10-01,2,-0.1999999999999993,0.10000000000000053,-0.5999999999999996
2018-01-01,California,4.6,4.9,5.1,5.1,4.8,4.7,4.7,4.8,4.9,5.0,5.1,5.2,5.3,2017-11-01,2,-0.3000000000000007,-0.5,-0.7000000000000002
2018-02-01,California,4.3,4.6,4.9,5.1,5.1,4.8,4.7,4.7,4.8,4.9,5.0,5.1,5.2,2017-12-01,2,-0.2999999999999998,-0.7999999999999998,-0.9000000000000004
2018-03-01,California,4.3,4.6,4.9,5.1,5.1,4.8,4.7,4.7,4.8,4.9,5.0,5.1,5.2,2017-12-01,3,-0.2999999999999998,-0.7999999999999998,-0.9000000000000004
2018-04-01,California,4.3,4.4,4.3,4.6,4.9,5.1,5.1,4.8,4.7,4.7,4.8,4.9,5.0,2018-02-01,2,-0.10000000000000053,-0.2999999999999998,-0.7000000000000002
2018-05-01,California,4.3,4.3,4.4,4.3,4.6,4.9,5.1,5.1,4.8,4.7,4.7,4.8,4.9,2018-03-01,2,0.0,0.0,-0.6000000000000005
2018-06-01,California,4.2,4.3,4.3,4.4,4.3,4.6,4.9,5.1,5.1,4.8,4.7,4.7,4.8,2018-04-01,2,-0.09999999999999964,-0.20000000000000018,-0.5999999999999996
2018-07-01,California,4.2,4.2,4.3,4.3,4.4,4.3,4.6,4.9,5.1,5.1,4.8,4.7,4.7,2018-05-01,2,0.0,-0.09999999999999964,-0.5
2018-08-01,California,4.2,4.2,4.2,4.3,4.3,4.4,4.3,4.6,4.9,5.1,5.1,4.8,4.7,2018-06-01,2,0.0,-0.09999999999999964,-0.5
2018-09-01,California,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.3,4.6,4.9,5.1,5.1,4.8,2018-07-01,2,0.0,0.0,-0.5999999999999996
2018-10-01,California,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.3,4.6,4.9,5.1,5.1,2018-08-01,2,0.0,0.0,-0.8999999999999995
2018-11-01,California,4.1,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.3,4.6,4.9,5.1,2018-09-01,2,-0.10000000000000053,-0.10000000000000053,-1.0
2018-12-01,California,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.3,4.6,4.9,2018-10-01,2,0.0,-0.10000000000000053,-0.8000000000000007
2019-01-01,California,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.3,4.6,2018-11-01,2,0.0,-0.10000000000000053,-0.5
2019-02-01,California,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.3,2018-12-01,2,0.10000000000000053,0.10000000000000053,-0.09999999999999964
2019-03-01,California,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.3,2018-12-01,3,0.10000000000000053,0.10000000000000053,-0.09999999999999964
2019-04-01,California,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.3,4.3,2019-02-01,2,0.0,0.10000000000000053,-0.09999999999999964
2019-05-01,California,4.3,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.3,2019-03-01,2,0.09999999999999964,0.09999999999999964,0.0
2019-06-01,California,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,2019-04-01,2,0.0,0.09999999999999964,0.09999999999999964
2019-07-01,California,4.2,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.2,2019-05-01,2,-0.09999999999999964,0.0,0.0
2019-08-01,California,4.2,4.2,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,2019-06-01,2,0.0,-0.09999999999999964,0.0
2019-09-01,California,4.1,4.2,4.2,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.1,4.2,4.2,2019-07-01,2,-0.10000000000000053,-0.20000000000000018,-0.10000000000000053
2019-10-01,California,4.1,4.1,4.2,4.2,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.1,4.2,2019-08-01,2,0.0,-0.10000000000000053,-0.10000000000000053
2019-11-01,California,4.0,4.1,4.1,4.2,4.2,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4.1,2019-09-01,2,-0.09999999999999964,-0.20000000000000018,-0.09999999999999964
2019-12-01,California,3.9,4.0,4.1,4.1,4.2,4.2,4.3,4.3,4.2,4.2,4.2,4.1,4.1,2019-10-01,2,-0.10000000000000009,-0.19999999999999973,-0.19999999999999973
2020-01-01,California,3.9,3.9,4.0,4.1,4.1,4.2,4.2,4.3,4.3,4.2,4.2,4.2,4.1,2019-11-01,2,0.0,-0.19999999999999973,-0.19999999999999973
2020-02-01,California,3.9,3.9,3.9,4.0,4.1,4.1,4.2,4.2,4.3,4.3,4.2,4.2,4.2,2019-12-01,2,0.0,-0.10000000000000009,-0.30000000000000027
2020-03-01,California,3.9,3.9,3.9,4.0,4.1,4.1,4.2,4.2,4.3,4.3,4.2,4.2,4.2,2019-12-01,3,0.0,-0.10000000000000009,-0.30000000000000027
2020-04-01,California,3.9,3.9,3.9,3.9,3.9,4.0,4.1,4.1,4.2,4.2,4.3,4.3,4.2,2020-02-01,2,0.0,0.0,-0.30000000000000027
2020-05-01,California,5.3,3.9,3.9,3.9,3.9,3.9,4.0,4.1,4.1,4.2,4.2,4.3,4.3,2020-03-01,2,1.4,1.4,1.0
2020-06-01,California,15.5,5.3,3.9,3.9,3.9,3.9,3.9,4.0,4.1,4.1,4.2,4.2,4.3,2020-04-01,2,10.2,11.6,11.2
2020-07-01,California,16.3,15.5,5.3,3.9,3.9,3.9,3.9,3.9,4.0,4.1,4.1,4.2,4.2,2020-05-01,2,0.8000000000000007,12.4,12.100000000000001
2020-08-01,California,14.9,16.3,15.5,5.3,3.9,3.9,3.9,3.9,3.9,4.0,4.1,4.1,4.2,2020-06-01,2,-1.4000000000000004,9.600000000000001,10.7
2020-09-01,California,13.3,14.9,16.3,15.5,5.3,3.9,3.9,3.9,3.9,3.9,4.0,4.1,4.1,2020-07-01,2,-1.5999999999999996,-2.1999999999999993,9.200000000000001
2020-10-01,California,11.4,13.3,14.9,16.3,15.5,5.3,3.9,3.9,3.9,3.9,3.9,4.0,4.1,2020-08-01,2,-1.9000000000000004,-4.9,7.300000000000001
2020-11-01,California,11.0,11.4,13.3,14.9,16.3,15.5,5.3,3.9,3.9,3.9,3.9,3.9,4.0,2020-09-01,2,-0.40000000000000036,-3.9000000000000004,7.0
2020-12-01,California,9.3,11.0,11.4,13.3,14.9,16.3,15.5,5.3,3.9,3.9,3.9,3.9,3.9,2020-10-01,2,-1.6999999999999993,-4.0,5.4
2021-01-01,California,8.2,9.3,11.0,11.4,13.3,14.9,16.3,15.5,5.3,3.9,3.9,3.9,3.9,2020-11-01,2,-1.1000000000000014,-3.200000000000001,4.299999999999999
2021-02-01,California,9.0,8.2,9.3,11.0,11.4,13.3,14.9,16.3,15.5,5.3,3.9,3.9,3.9,2020-12-01,2,0.8000000000000007,-2.0,5.1
2021-03-01,California,9.0,8.2,9.3,11.0,11.4,13.3,14.9,16.3,15.5,5.3,3.9,3.9,3.9,2020-12-01,3,0.8000000000000007,-2.0,5.1
2021-04-01,California,8.5,9.0,9.0,8.2,9.3,11.0,11.4,13.3,14.9,16.3,15.5,5.3,3.9,2021-02-01,2,-0.5,0.3000000000000007,4.6
2021-05-01,California,8.3,8.5,9.0,9.0,8.2,9.3,11.0,11.4,13.3,14.9,16.3,15.5,5.3,2021-03-01,2,-0.1999999999999993,-0.6999999999999993,3.000000000000001
2021-06-01,California,8.3,8.3,8.5,9.0,9.0,8.2,9.3,11.0,11.4,13.3,14.9,16.3,15.5,2021-04-01,2,0.0,-0.6999999999999993,-7.199999999999999
2021-07-01,California,7.9,8.3,8.3,8.5,9.0,9.0,8.2,9.3,11.0,11.4,13.3,14.9,16.3,2021-05-01,2,-0.40000000000000036,-0.5999999999999996,-8.4
2021-08-01,California,7.7,7.9,8.3,8.3,8.5,9.0,9.0,8.2,9.3,11.0,11.4,13.3,14.9,2021-06-01,2,-0.20000000000000018,-0.6000000000000005,-7.2
2021-09-01,California,7.6,7.7,7.9,8.3,8.3,8.5,9.0,9.0,8.2,9.3,11.0,11.4,13.3,2021-07-01,2,-0.10000000000000053,-0.7000000000000011,-5.700000000000001
2021-10-01,California,7.5,7.6,7.7,7.9,8.3,8.3,8.5,9.0,9.0,8.2,9.3,11.0,11.4,2021-08-01,2,-0.09999999999999964,-0.40000000000000036,-3.9000000000000004
2021-11-01,California,7.5,7.5,7.6,7.7,7.9,8.3,8.3,8.5,9.0,9.0,8.2,9.3,11.0,2021-09-01,2,0.0,-0.20000000000000018,-3.5
2021-12-01,California,7.3,7.5,7.5,7.6,7.7,7.9,8.3,8.3,8.5,9.0,9.0,8.2,9.3,2021-10-01,2,-0.20000000000000018,-0.2999999999999998,-2.000000000000001
2022-01-01,California,6.9,7.3,7.5,7.5,7.6,7.7,7.9,8.3,8.3,8.5,9.0,9.0,8.2,2021-11-01,2,-0.39999999999999947,-0.5999999999999996,-1.299999999999999
2022-02-01,California,6.5,6.9,7.3,7.5,7.5,7.6,7.7,7.9,8.3,8.3,8.5,9.0,9.0,2021-12-01,2,-0.40000000000000036,-1.0,-2.5
2022-03-01,California,6.5,6.9,7.3,7.5,7.5,7.6,7.7,7.9,8.3,8.3,8.5,9.0,9.0,2021-12-01,3,-0.40000000000000036,-1.0,-2.5
2022-04-01,California,5.4,5.8,6.5,6.9,7.3,7.5,7.5,7.6,7.7,7.9,8.3,8.3,8.5,2022-02-01,2,-0.39999999999999947,-1.5,-3.0999999999999996
2022-05-01,California,4.9,5.4,5.8,6.5,6.9,7.3,7.5,7.5,7.6,7.7,7.9,8.3,8.3,2022-03-01,2,-0.5,-1.5999999999999996,-3.4000000000000004
2022-06-01,California,4.6,4.9,5.4,5.8,6.5,6.9,7.3,7.5,7.5,7.6,7.7,7.9,8.3,2022-04-01,2,-0.3000000000000007,-1.2000000000000002,-3.700000000000001
2022-07-01,California,4.3,4.6,4.9,5.4,5.8,6.5,6.9,7.3,7.5,7.5,7.6,7.7,7.9,2022-05-01,2,-0.2999999999999998,-1.1000000000000005,-3.6000000000000005
2022-08-01,California,4.2,4.3,4.6,4.9,5.4,5.8,6.5,6.9,7.3,7.5,7.5,7.6,7.7,2022-06-01,2,-0.09999999999999964,-0.7000000000000002,-3.5
2022-09-01,California,3.9,4.2,4.3,4.6,4.9,5.4,5.8,6.5,6.9,7.3,7.5,7.5,7.6,2022-07-01,2,-0.30000000000000027,-0.6999999999999997,-3.6999999999999997
2022-10-01,California,4.1,3.9,4.2,4.3,4.6,4.9,5.4,5.8,6.5,6.9,7.3,7.5,7.5,2022-08-01,2,0.19999999999999973,-0.20000000000000018,-3.4000000000000004
2022-11-01,California,3.9,4.1,3.9,4.2,4.3,4.6,4.9,5.4,5.8,6.5,6.9,7.3,7.5,2022-09-01,2,-0.19999999999999973,-0.30000000000000027,-3.6
2022-12-01,California,4.0,3.9,4.1,3.9,4.2,4.3,4.6,4.9,5.4,5.8,6.5,6.9,7.3,2022-10-01,2,0.10000000000000009,0.10000000000000009,-3.3
2023-01-01,California,4.1,4.0,3.9,4.1,3.9,4.2,4.3,4.6,4.9,5.4,5.8,6.5,6.9,2022-11-01,2,0.09999999999999964,0.0,-2.8000000000000007
2023-02-01,California,4.1,4.1,4.0,3.9,4.1,3.9,4.2,4.3,4.6,4.9,5.4,5.8,6.5,2022-12-01,2,0.0,0.19999999999999973,-2.4000000000000004
2023-03-01,California,4.1,4.1,4.0,3.9,4.1,3.9,4.2,4.3,4.6,4.9,5.4,5.8,6.5,2022-12-01,3,0.0,0.19999999999999973,-2.4000000000000004
2023-04-01,California,4.3,4.2,4.1,4.1,4.0,3.9,4.1,3.9,4.2,4.3,4.6,4.9,5.4,2023-02-01,2,0.09999999999999964,0.20000000000000018,-1.1000000000000005
2023-05-01,California,4.4,4.3,4.2,4.1,4.1,4.0,3.9,4.1,3.9,4.2,4.3,4.6,4.9,2023-03-01,2,0.10000000000000053,0.3000000000000007,-0.5
2023-06-01,California,4.5,4.4,4.3,4.2,4.1,4.1,4.0,3.9,4.1,3.9,4.2,4.3,4.6,2023-04-01,2,0.09999999999999964,0.2999999999999998,-0.09999999999999964
2023-07-01,California,4.5,4.5,4.4,4.3,4.2,4.1,4.1,4.0,3.9,4.1,3.9,4.2,4.3,2023-05-01,2,0.0,0.20000000000000018,0.20000000000000018
2023-08-01,California,4.6,4.5,4.5,4.4,4.3,4.2,4.1,4.1,4.0,3.9,4.1,3.9,4.2,2023-06-01,2,0.09999999999999964,0.1999999999999993,0.39999999999999947
2023-09-01,California,4.6,4.6,4.5,4.5,4.4,4.3,4.2,4.1,4.1,4.0,3.9,4.1,3.9,2023-07-01,2,0.0,0.09999999999999964,0.6999999999999997
2023-10-01,California,4.6,4.6,4.6,4.5,4.5,4.4,4.3,4.2,4.1,4.1,4.0,3.9,4.1,2023-08-01,2,0.0,0.09999999999999964,0.5
2023-11-01,California,4.7,4.6,4.6,4.6,4.5,4.5,4.4,4.3,4.2,4.1,4.1,4.0,3.9,2023-09-01,2,0.10000000000000053,0.10000000000000053,0.8000000000000003
2023-12-01,California,4.8,4.7,4.6,4.6,4.6,4.5,4.5,4.4,4.3,4.2,4.1,4.1,4.0,2023-10-01,2,0.09999999999999964,0.20000000000000018,0.7999999999999998
2024-01-01,California,4.9,4.8,4.7,4.6,4.6,4.6,4.5,4.5,4.4,4.3,4.2,4.1,4.1,2023-11-01,2,0.10000000000000053,0.3000000000000007,0.8000000000000007
2024-02-01,California,5.1,4.9,4.8,4.7,4.6,4.6,4.6,4.5,4.5,4.4,4.3,4.2,4.1,2023-12-01,2,0.1999999999999993,0.39999999999999947,1.0
2024-03-01,California,5.1,4.9,4.8,4.7,4.6,4.6,4.6,4.5,4.5,4.4,4.3,4.2,4.1,2023-12-01,3,0.1999999999999993,0.39999999999999947,1.0
2024-04-01,California,5.3,5.2,5.1,4.9,4.8,4.7,4.6,4.6,4.6,4.5,4.5,4.4,4.3,2024-02-01,2,0.09999999999999964,0.39999999999999947,1.0
2024-05-01,California,5.3,5.3,5.2,5.1,4.9,4.8,4.7,4.6,4.6,4.6,4.5,4.5,4.4,2024-03-01,2,0.0,0.20000000000000018,0.8999999999999995
2024-06-01,California,5.3,5.3,5.3,5.2,5.1,4.9,4.8,4.7,4.6,4.6,4.6,4.5,4.5,2024-04-01,2,0.0,0.09999999999999964,0.7999999999999998
2024-07-01,California,5.2,5.3,5.3,5.3,5.2,5.1,4.9,4.8,4.7,4.6,4.6,4.6,4.5,2024-05-01,2,-0.09999999999999964,-0.09999999999999964,0.7000000000000002
2024-08-01,California,5.2,5.2,5.3,5.3,5.3,5.2,5.1,4.9,4.8,4.7,4.6,4.6,4.6,2024-06-01,2,0.0,-0.09999999999999964,0.6000000000000005
2024-09-01,California,5.2,5.2,5.2,5.3,5.3,5.3,5.2,5.1,4.9,4.8,4.7,4.6,4.6,2024-07-01,2,0.0,-0.09999999999999964,0.6000000000000005
2024-10-01,California,5.3,5.2,5.2,5.2,5.3,5.3,5.3,5.2,5.1,4.9,4.8,4.7,4.6,2024-08-01,2,0.09999999999999964,0.09999999999999964,0.7000000000000002
2024-11-01,California,5.3,5.3,5.2,5.2,5.2,5.3,5.3,5.3,5.2,5.1,4.9,4.8,4.7,2024-09-01,2,0.0,0.09999999999999964,0.5999999999999996
2024-12-01,California,5.4,5.3,5.3,5.2,5.2,5.2,5.3,5.3,5.3,5.2,5.1,4.9,4.8,2024-10-01,2,0.10000000000000053,0.20000000000000018,0.6000000000000005
2025-01-01,California,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.3,5.3,5.3,5.2,5.1,4.9,2024-11-01,2,0.0,0.10000000000000053,0.5
2025-02-01,California,5.5,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.3,5.3,5.3,5.2,5.1,2024-12-01,2,0.09999999999999964,0.20000000000000018,0.40000000000000036
2025-03-01,California,5.5,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.3,5.3,5.3,5.2,5.1,2024-12-01,3,0.09999999999999964,0.20000000000000018,0.40000000000000036
2025-04-01,California,5.4,5.4,5.5,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.3,5.3,5.3,2025-02-01,2,0.0,0.0,0.10000000000000053
2025-05-01,California,5.3,5.4,5.4,5.5,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.3,5.3,2025-03-01,2,-0.10000000000000053,-0.20000000000000018,0.0
2025-06-01,California,5.3,5.3,5.4,5.4,5.5,5.4,5.4,5.3,5.3,5.2,5.2,5.2,5.3,2025-04-01,2,0.0,-0.10000000000000053,0.0
2025-07-01,California,5.3,5.3,5.3,5.4,5.4,5.5,5.4,5.4,5.3,5.3,5.2,5.2,5.2,2025-05-01,2,0.0,-0.10000000000000053,0.09999999999999964
