state,abbr,adjustment,obs_date,value_current
Alabama,AL,sa,2005-09-01,1969.5
Alabama,AL,sa,2005-10-01,1975.5
Alabama,AL,sa,2005-11-01,1981.0
Alabama,AL,sa,2005-12-01,1983.7
Alabama,AL,sa,2006-01-01,1985.1
Alabama,AL,sa,2006-02-01,1988.7
Alabama,AL,sa,2006-03-01,1994.2
Alabama,AL,sa,2006-04-01,1993.5
Alabama,AL,sa,2006-05-01,1993.1
Alabama,AL,sa,2006-06-01,1997.9
Alabama,AL,sa,2006-07-01,1996.8
Alabama,AL,sa,2006-08-01,2000.4
Alabama,AL,sa,2006-09-01,2002.2
Alabama,AL,sa,2006-10-01,1999.0
Alabama,AL,sa,2006-11-01,2000.6
Alabama,AL,sa,2006-12-01,2005.5
Alabama,AL,sa,2007-01-01,2016.0
Alabama,AL,sa,2007-02-01,2020.8
Alabama,AL,sa,2007-03-01,2024.4
Alabama,AL,sa,2007-04-01,2017.2
Alabama,AL,sa,2007-05-01,2018.7
Alabama,AL,sa,2007-06-01,2021.1
Alabama,AL,sa,2007-07-01,2019.6
Alabama,AL,sa,2007-08-01,2022.6
Alabama,AL,sa,2007-09-01,2026.5
Alabama,AL,sa,2007-10-01,2028.2
Alabama,AL,sa,2007-11-01,2028.3
Alabama,AL,sa,2007-12-01,2032.5
Alabama,AL,sa,2008-01-01,2028.7
Alabama,AL,sa,2008-02-01,2028.4
Alabama,AL,sa,2008-03-01,2023.5
Alabama,AL,sa,2008-04-01,2025.7
Alabama,AL,sa,2008-05-01,2021.1
Alabama,AL,sa,2008-06-01,2016.6
Alabama,AL,sa,2008-07-01,2014.8
Alabama,AL,sa,2008-08-01,2010.0
Alabama,AL,sa,2008-09-01,2005.0
Alabama,AL,sa,2008-10-01,1994.8
Alabama,AL,sa,2008-11-01,1979.0
Alabama,AL,sa,2008-12-01,1970.9
Alabama,AL,sa,2009-01-01,1947.6
Alabama,AL,sa,2009-02-01,1933.5
Alabama,AL,sa,2009-03-01,1921.7
Alabama,AL,sa,2009-04-01,1914.8
Alabama,AL,sa,2009-05-01,1908.7
Alabama,AL,sa,2009-06-01,1901.1
Alabama,AL,sa,2009-07-01,1899.1
Alabama,AL,sa,2009-08-01,1892.4
Alabama,AL,sa,2009-09-01,1887.3
Alabama,AL,sa,2009-10-01,1883.1
Alabama,AL,sa,2009-11-01,1884.9
Alabama,AL,sa,2009-12-01,1883.2
Alabama,AL,sa,2010-01-01,1881.6
Alabama,AL,sa,2010-02-01,1878.7
Alabama,AL,sa,2010-03-01,1882.5
Alabama,AL,sa,2010-04-01,1886.4
Alabama,AL,sa,2010-05-01,1898.0
Alabama,AL,sa,2010-06-01,1896.3
Alabama,AL,sa,2010-07-01,1896.1
Alabama,AL,sa,2010-08-01,1892.1
Alabama,AL,sa,2010-09-01,1887.7
Alabama,AL,sa,2010-10-01,1894.5
Alabama,AL,sa,2010-11-01,1892.5
Alabama,AL,sa,2010-12-01,1890.8
Alabama,AL,sa,2011-01-01,1885.8
Alabama,AL,sa,2011-02-01,1888.7
Alabama,AL,sa,2011-03-01,1889.8
Alabama,AL,sa,2011-04-01,1889.3
Alabama,AL,sa,2011-05-01,1887.9
Alabama,AL,sa,2011-06-01,1884.1
Alabama,AL,sa,2011-07-01,1891.1
Alabama,AL,sa,2011-08-01,1891.3
Alabama,AL,sa,2011-09-01,1895.6
Alabama,AL,sa,2011-10-01,1891.8
Alabama,AL,sa,2011-11-01,1893.4
Alabama,AL,sa,2011-12-01,1892.4
Alabama,AL,sa,2012-01-01,1898.7
Alabama,AL,sa,2012-02-01,1898.8
Alabama,AL,sa,2012-03-01,1905.2
Alabama,AL,sa,2012-04-01,1906.0
Alabama,AL,sa,2012-05-01,1902.9
Alabama,AL,sa,2012-06-01,1904.0
Alabama,AL,sa,2012-07-01,1901.6
Alabama,AL,sa,2012-08-01,1906.3
Alabama,AL,sa,2012-09-01,1908.4
Alabama,AL,sa,2012-10-01,1911.7
Alabama,AL,sa,2012-11-01,1913.2
Alabama,AL,sa,2012-12-01,1912.8
Alabama,AL,sa,2013-01-01,1914.0
Alabama,AL,sa,2013-02-01,1918.6
Alabama,AL,sa,2013-03-01,1921.1
Alabama,AL,sa,2013-04-01,1921.9
Alabama,AL,sa,2013-05-01,1924.2
Alabama,AL,sa,2013-06-01,1924.9
Alabama,AL,sa,2013-07-01,1924.6
Alabama,AL,sa,2013-08-01,1926.0
Alabama,AL,sa,2013-09-01,1925.0
Alabama,AL,sa,2013-10-01,1927.1
Alabama,AL,sa,2013-11-01,1929.0
Alabama,AL,sa,2013-12-01,1933.1
Alabama,AL,sa,2014-01-01,1930.9
Alabama,AL,sa,2014-02-01,1929.3
Alabama,AL,sa,2014-03-01,1933.6
Alabama,AL,sa,2014-04-01,1938.9
Alabama,AL,sa,2014-05-01,1939.4
Alabama,AL,sa,2014-06-01,1942.7
Alabama,AL,sa,2014-07-01,1943.8
Alabama,AL,sa,2014-08-01,1947.4
Alabama,AL,sa,2014-09-01,1951.3
Alabama,AL,sa,2014-10-01,1954.0
Alabama,AL,sa,2014-11-01,1955.5
Alabama,AL,sa,2014-12-01,1960.1
Alabama,AL,sa,2015-01-01,1958.7
Alabama,AL,sa,2015-02-01,1960.6
Alabama,AL,sa,2015-03-01,1958.1
Alabama,AL,sa,2015-04-01,1962.5
Alabama,AL,sa,2015-05-01,1969.1
Alabama,AL,sa,2015-06-01,1969.3
Alabama,AL,sa,2015-07-01,1970.6
Alabama,AL,sa,2015-08-01,1975.1
Alabama,AL,sa,2015-09-01,1976.8
Alabama,AL,sa,2015-10-01,1980.1
Alabama,AL,sa,2015-11-01,1983.6
Alabama,AL,sa,2015-12-01,1986.6
Alabama,AL,sa,2016-01-01,1988.6
Alabama,AL,sa,2016-02-01,1988.9
Alabama,AL,sa,2016-03-01,1990.2
Alabama,AL,sa,2016-04-01,1995.5
Alabama,AL,sa,2016-05-01,1994.8
Alabama,AL,sa,2016-06-01,1993.6
Alabama,AL,sa,2016-07-01,1999.7
Alabama,AL,sa,2016-08-01,1999.8
Alabama,AL,sa,2016-09-01,2005.6
Alabama,AL,sa,2016-10-01,2002.3
Alabama,AL,sa,2016-11-01,2000.5
Alabama,AL,sa,2016-12-01,2003.5
Alabama,AL,sa,2017-01-01,2009.3
Alabama,AL,sa,2017-02-01,2012.3
Alabama,AL,sa,2017-03-01,2016.0
Alabama,AL,sa,2017-04-01,2012.5
Alabama,AL,sa,2017-05-01,2016.3
Alabama,AL,sa,2017-06-01,2018.6
Alabama,AL,sa,2017-07-01,2018.8
Alabama,AL,sa,2017-08-01,2021.1
Alabama,AL,sa,2017-09-01,2022.8
Alabama,AL,sa,2017-10-01,2026.8
Alabama,AL,sa,2017-11-01,2023.9
Alabama,AL,sa,2017-12-01,2025.0
Alabama,AL,sa,2018-01-01,2028.4
Alabama,AL,sa,2018-02-01,2031.6
Alabama,AL,sa,2018-03-01,2035.9
Alabama,AL,sa,2018-04-01,2039.1
Alabama,AL,sa,2018-05-01,2040.5
Alabama,AL,sa,2018-06-01,2048.4
Alabama,AL,sa,2018-07-01,2048.1
Alabama,AL,sa,2018-08-01,2051.0
Alabama,AL,sa,2018-09-01,2054.0
Alabama,AL,sa,2018-10-01,2056.9
Alabama,AL,sa,2018-11-01,2058.9
Alabama,AL,sa,2018-12-01,2059.8
Alabama,AL,sa,2019-01-01,2066.5
Alabama,AL,sa,2019-02-01,2067.5
Alabama,AL,sa,2019-03-01,2070.4
Alabama,AL,sa,2019-04-01,2075.8
Alabama,AL,sa,2019-05-01,2077.3
Alabama,AL,sa,2019-06-01,2078.3
Alabama,AL,sa,2019-07-01,2080.3
Alabama,AL,sa,2019-08-01,2083.6
Alabama,AL,sa,2019-09-01,2082.8
Alabama,AL,sa,2019-10-01,2080.2
Alabama,AL,sa,2019-11-01,2083.7
Alabama,AL,sa,2019-12-01,2084.2
Alabama,AL,sa,2020-01-01,2088.1
Alabama,AL,sa,2020-02-01,2087.7
Alabama,AL,sa,2020-03-01,2080.9
Alabama,AL,sa,2020-04-01,1843.4
Alabama,AL,sa,2020-05-01,1892.0
Alabama,AL,sa,2020-06-01,1940.8
Alabama,AL,sa,2020-07-01,1961.4
Alabama,AL,sa,2020-08-01,1986.6
Alabama,AL,sa,2020-09-01,1996.1
Alabama,AL,sa,2020-10-01,2012.7
Alabama,AL,sa,2020-11-01,2016.6
Alabama,AL,sa,2020-12-01,2023.5
Alabama,AL,sa,2021-01-01,2024.4
Alabama,AL,sa,2021-02-01,2026.6
Alabama,AL,sa,2021-03-01,2032.0
Alabama,AL,sa,2021-04-01,2031.0
Alabama,AL,sa,2021-05-01,2035.5
Alabama,AL,sa,2021-06-01,2042.4
Alabama,AL,sa,2021-07-01,2055.9
Alabama,AL,sa,2021-08-01,2055.2
Alabama,AL,sa,2021-09-01,2057.2
Alabama,AL,sa,2021-10-01,2071.2
Alabama,AL,sa,2021-11-01,2077.0
Alabama,AL,sa,2021-12-01,2082.8
Alabama,AL,sa,2022-01-01,2083.5
Alabama,AL,sa,2022-02-01,2093.3
Alabama,AL,sa,2022-03-01,2093.4
Alabama,AL,sa,2022-04-01,2101.1
Alabama,AL,sa,2022-05-01,2101.9
Alabama,AL,sa,2022-06-01,2103.2
Alabama,AL,sa,2022-07-01,2118.4
Alabama,AL,sa,2022-08-01,2119.3
Alabama,AL,sa,2022-09-01,2128.0
Alabama,AL,sa,2022-10-01,2126.1
Alabama,AL,sa,2022-11-01,2128.2
Alabama,AL,sa,2022-12-01,2133.1
Alabama,AL,sa,2023-01-01,2145.4
Alabama,AL,sa,2023-02-01,2147.2
Alabama,AL,sa,2023-03-01,2150.8
Alabama,AL,sa,2023-04-01,2153.2
Alabama,AL,sa,2023-05-01,2154.6
Alabama,AL,sa,2023-06-01,2163.4
Alabama,AL,sa,2023-07-01,2163.1
Alabama,AL,sa,2023-08-01,2166.9
Alabama,AL,sa,2023-09-01,2173.1
Alabama,AL,sa,2023-10-01,2174.7
Alabama,AL,sa,2023-11-01,2174.3
Alabama,AL,sa,2023-12-01,2176.9
Alabama,AL,sa,2024-01-01,2178.8
Alabama,AL,sa,2024-02-01,2184.2
Alabama,AL,sa,2024-03-01,2188.6
Alabama,AL,sa,2024-04-01,2188.2
Alabama,AL,sa,2024-05-01,2190.9
Alabama,AL,sa,2024-06-01,2192.4
Alabama,AL,sa,2024-07-01,2190.0
Alabama,AL,sa,2024-08-01,2193.7
Alabama,AL,sa,2024-09-01,2192.2
Alabama,AL,sa,2024-10-01,2193.0
Alabama,AL,sa,2024-11-01,2193.3
Alabama,AL,sa,2024-12-01,2191.8
Alabama,AL,sa,2025-01-01,2195.9
Alabama,AL,sa,2025-02-01,2195.8
Alabama,AL,sa,2025-03-01,2194.2
Alabama,AL,sa,2025-04-01,2196.5
Alabama,AL,sa,2025-05-01,2198.4
Alabama,AL,sa,2025-06-01,2195.0
Alabama,AL,sa,2025-07-01,2195.8
Alabama,AL,sa,2025-08-01,2197.3
Alabama,AL,sa,2025-09-01,2197.4
Alabama,AL,sa,2025-10-01,2195.3
Alabama,AL,sa,2025-11-01,2195.2
Alabama,AL,sa,2025-12-01,2196.2
Alabama,AL,sa,2026-01-01,2202.9
Alabama,AL,sa,2026-02-01,2202.7
Alabama,AL,sa,2026-03-01,2205.1
Alabama,AL,sa,2026-04-01,2208.7
Alabama,AL,sa,2026-05-01,2215.0
Alabama,AL,nsa,1990-01-01,1614.9
Alabama,AL,nsa,1990-02-01,1617.6
Alabama,AL,nsa,1990-03-01,1625.0
Alabama,AL,nsa,1990-04-01,1644.5
Alabama,AL,nsa,1990-05-01,1654.9
Alabama,AL,nsa,1990-06-01,1656.2
Alabama,AL,nsa,1990-07-01,1647.0
Alabama,AL,nsa,1990-08-01,1641.1
Alabama,AL,nsa,1990-09-01,1655.6
Alabama,AL,nsa,1990-10-01,1658.4
Alabama,AL,nsa,1990-11-01,1662.5
Alabama,AL,nsa,1990-12-01,1661.2
Alabama,AL,nsa,1991-01-01,1625.7
Alabama,AL,nsa,1991-02-01,1626.2
Alabama,AL,nsa,1991-03-01,1637.8
Alabama,AL,nsa,1991-04-01,1645.2
Alabama,AL,nsa,1991-05-01,1653.5
Alabama,AL,nsa,1991-06-01,1652.0
Alabama,AL,nsa,1991-07-01,1649.1
Alabama,AL,nsa,1991-08-01,1646.6
Alabama,AL,nsa,1991-09-01,1661.0
Alabama,AL,nsa,1991-10-01,1669.9
Alabama,AL,nsa,1991-11-01,1672.3
Alabama,AL,nsa,1991-12-01,1672.7
Alabama,AL,nsa,1992-01-01,1647.0
Alabama,AL,nsa,1992-02-01,1653.6
Alabama,AL,nsa,1992-03-01,1663.9
Alabama,AL,nsa,1992-04-01,1674.5
Alabama,AL,nsa,1992-05-01,1685.7
Alabama,AL,nsa,1992-06-01,1682.9
Alabama,AL,nsa,1992-07-01,1680.3
Alabama,AL,nsa,1992-08-01,1686.5
Alabama,AL,nsa,1992-09-01,1690.6
Alabama,AL,nsa,1992-10-01,1710.4
Alabama,AL,nsa,1992-11-01,1713.2
Alabama,AL,nsa,1992-12-01,1717.5
Alabama,AL,nsa,1993-01-01,1686.1
Alabama,AL,nsa,1993-02-01,1699.0
Alabama,AL,nsa,1993-03-01,1706.1
Alabama,AL,nsa,1993-04-01,1724.8
Alabama,AL,nsa,1993-05-01,1728.6
Alabama,AL,nsa,1993-06-01,1730.1
Alabama,AL,nsa,1993-07-01,1723.8
Alabama,AL,nsa,1993-08-01,1722.3
Alabama,AL,nsa,1993-09-01,1734.8
Alabama,AL,nsa,1993-10-01,1751.3
Alabama,AL,nsa,1993-11-01,1756.4
Alabama,AL,nsa,1993-12-01,1759.5
Alabama,AL,nsa,1994-01-01,1722.2
Alabama,AL,nsa,1994-02-01,1731.3
Alabama,AL,nsa,1994-03-01,1745.6
Alabama,AL,nsa,1994-04-01,1759.1
Alabama,AL,nsa,1994-05-01,1763.3
Alabama,AL,nsa,1994-06-01,1772.7
Alabama,AL,nsa,1994-07-01,1762.4
Alabama,AL,nsa,1994-08-01,1767.4
Alabama,AL,nsa,1994-09-01,1790.2
Alabama,AL,nsa,1994-10-01,1793.1
Alabama,AL,nsa,1994-11-01,1818.3
Alabama,AL,nsa,1994-12-01,1810.1
Alabama,AL,nsa,1995-01-01,1780.9
Alabama,AL,nsa,1995-02-01,1788.8
Alabama,AL,nsa,1995-03-01,1801.5
Alabama,AL,nsa,1995-04-01,1811.9
Alabama,AL,nsa,1995-05-01,1817.3
Alabama,AL,nsa,1995-06-01,1824.6
Alabama,AL,nsa,1995-07-01,1806.9
Alabama,AL,nsa,1995-08-01,1810.1
Alabama,AL,nsa,1995-09-01,1824.9
Alabama,AL,nsa,1995-10-01,1830.8
Alabama,AL,nsa,1995-11-01,1842.3
Alabama,AL,nsa,1995-12-01,1845.4
Alabama,AL,nsa,1996-01-01,1805.6
Alabama,AL,nsa,1996-02-01,1813.0
Alabama,AL,nsa,1996-03-01,1826.8
Alabama,AL,nsa,1996-04-01,1835.3
Alabama,AL,nsa,1996-05-01,1842.2
Alabama,AL,nsa,1996-06-01,1839.3
Alabama,AL,nsa,1996-07-01,1833.5
Alabama,AL,nsa,1996-08-01,1839.2
Alabama,AL,nsa,1996-09-01,1849.9
Alabama,AL,nsa,1996-10-01,1861.0
Alabama,AL,nsa,1996-11-01,1873.1
Alabama,AL,nsa,1996-12-01,1873.1
Alabama,AL,nsa,1997-01-01,1842.3
Alabama,AL,nsa,1997-02-01,1849.1
Alabama,AL,nsa,1997-03-01,1866.6
Alabama,AL,nsa,1997-04-01,1876.0
Alabama,AL,nsa,1997-05-01,1883.6
Alabama,AL,nsa,1997-06-01,1880.6
Alabama,AL,nsa,1997-07-01,1873.8
Alabama,AL,nsa,1997-08-01,1873.8
Alabama,AL,nsa,1997-09-01,1887.9
Alabama,AL,nsa,1997-10-01,1898.9
Alabama,AL,nsa,1997-11-01,1905.7
Alabama,AL,nsa,1997-12-01,1909.5
Alabama,AL,nsa,1998-01-01,1873.4
Alabama,AL,nsa,1998-02-01,1882.9
Alabama,AL,nsa,1998-03-01,1897.3
Alabama,AL,nsa,1998-04-01,1916.7
Alabama,AL,nsa,1998-05-01,1921.6
Alabama,AL,nsa,1998-06-01,1926.6
Alabama,AL,nsa,1998-07-01,1901.6
Alabama,AL,nsa,1998-08-01,1907.2
Alabama,AL,nsa,1998-09-01,1921.0
Alabama,AL,nsa,1998-10-01,1924.6
Alabama,AL,nsa,1998-11-01,1930.6
Alabama,AL,nsa,1998-12-01,1935.3
Alabama,AL,nsa,1999-01-01,1897.7
Alabama,AL,nsa,1999-02-01,1910.4
Alabama,AL,nsa,1999-03-01,1925.3
Alabama,AL,nsa,1999-04-01,1934.2
Alabama,AL,nsa,1999-05-01,1936.9
Alabama,AL,nsa,1999-06-01,1939.0
Alabama,AL,nsa,1999-07-01,1931.0
Alabama,AL,nsa,1999-08-01,1929.7
Alabama,AL,nsa,1999-09-01,1946.0
Alabama,AL,nsa,1999-10-01,1946.1
Alabama,AL,nsa,1999-11-01,1953.3
Alabama,AL,nsa,1999-12-01,1960.1
Alabama,AL,nsa,2000-01-01,1918.2
Alabama,AL,nsa,2000-02-01,1926.3
Alabama,AL,nsa,2000-03-01,1945.1
Alabama,AL,nsa,2000-04-01,1947.1
Alabama,AL,nsa,2000-05-01,1960.4
Alabama,AL,nsa,2000-06-01,1956.5
Alabama,AL,nsa,2000-07-01,1937.4
Alabama,AL,nsa,2000-08-01,1944.0
Alabama,AL,nsa,2000-09-01,1957.0
Alabama,AL,nsa,2000-10-01,1952.9
Alabama,AL,nsa,2000-11-01,1959.0
Alabama,AL,nsa,2000-12-01,1961.0
Alabama,AL,nsa,2001-01-01,1908.1
Alabama,AL,nsa,2001-02-01,1919.2
Alabama,AL,nsa,2001-03-01,1929.8
Alabama,AL,nsa,2001-04-01,1934.7
Alabama,AL,nsa,2001-05-01,1935.5
Alabama,AL,nsa,2001-06-01,1932.1
Alabama,AL,nsa,2001-07-01,1910.7
Alabama,AL,nsa,2001-08-01,1918.5
Alabama,AL,nsa,2001-09-01,1924.6
Alabama,AL,nsa,2001-10-01,1919.4
Alabama,AL,nsa,2001-11-01,1924.8
Alabama,AL,nsa,2001-12-01,1924.8
Alabama,AL,nsa,2002-01-01,1874.0
Alabama,AL,nsa,2002-02-01,1884.5
Alabama,AL,nsa,2002-03-01,1898.3
Alabama,AL,nsa,2002-04-01,1904.1
Alabama,AL,nsa,2002-05-01,1906.1
Alabama,AL,nsa,2002-06-01,1900.3
Alabama,AL,nsa,2002-07-01,1886.0
Alabama,AL,nsa,2002-08-01,1893.6
Alabama,AL,nsa,2002-09-01,1903.3
Alabama,AL,nsa,2002-10-01,1905.8
Alabama,AL,nsa,2002-11-01,1913.7
Alabama,AL,nsa,2002-12-01,1911.3
Alabama,AL,nsa,2003-01-01,1872.2
Alabama,AL,nsa,2003-02-01,1880.4
Alabama,AL,nsa,2003-03-01,1891.2
Alabama,AL,nsa,2003-04-01,1895.1
Alabama,AL,nsa,2003-05-01,1897.8
Alabama,AL,nsa,2003-06-01,1890.5
